comment_id,original_comment,aspects,sentiments,confidences,aspect_count
6375,dahh makin bulat migrasi ke hp ini hp samsung pertama yg w punya amin,Network,neutral,0.774,1
6377,bang david coba beli alcatel s donk d toped harga udah ada nfc nya d review singkat aja apakah value for money d harga segitu dgn fitur yg d berikan klo terwujud mantap tuh klo kagak gak apa juga makasih bang sukses selalu,"Connectivity, Features, Price","neutral, positive, neutral","0.930, 0.996, 0.957",3
6379,nonton video ini pake a,Camera,neutral,0.996,1
6388,awesome screen awesome camera long lasting batery life,Display,positive,0.891,1
6394,makin cepat ngisi daya ke baterai makin pendek umur batrai tsbsetau saya sih gitu yaa,"Storage, Performance, Battery","negative, negative, negative","0.796, 0.752, 0.988",3
6400,oh iya bang yang tentang geteran itu juga sama di samsung m sekarang geterannya gitu apakah karena update one ui atau emang keluaran terbaru gitu semua,Software,neutral,0.848,1
6409,bodi nya keren bet,Design,positive,0.997,1
6411,gw beli s ultra lte aja susah bet,Network,negative,0.994,1
6418,utk harga nya tinggal nambah dikit buat dpt mi t lebih bagus yg mana ya bang,Price,positive,0.536,1
6419,mending pake s second atau a baru ya harga skrng udh sama,Price,neutral,0.991,1
6424,sayangnya hybrid sim card,Network,neutral,0.970,1
6441,njirr suara getarnya mirip hp advan gue v,Audio,negative,0.986,1
6447,udah kebeli jumat warna item di roxy ahahahaa,Design,positive,0.690,1
6448,kekurangan dari hp jaman sekarang kurang compact buat dimasukin kantong jadi kurang nyaman iya sih dapet baterai layar gede tapi empunya android bisa tuh,"Display, Battery, Software","negative, negative, neutral","0.558, 0.883, 0.944",3
6450,izin kasi saran bang next klo review bagian kamera skalian tunjukin hasil instastory nya sukses trs buat channel ini,Camera,neutral,0.952,1
6461,warna hpnya itu cakep buanget,Design,positive,0.995,1
6465,bisa samsung dex ngga ya,Features,neutral,0.997,1
6470,rezeki orang sabar yg mau nunggu yg lebih wow tapi harga nya sama,Price,positive,0.953,1
6471,kalau di a pakai tele tapi yang depth gak ada kirakira hasil kamera a sama a bagusan mana ya nunggu review a dulu lah mogamoga nanti ada compare antara camera a dan a hope,Camera,neutral,0.995,1
6472,baru kali ini samsung dengan warna yg elegant,Design,positive,0.995,1
6475,dapet harga brp bro,Price,neutral,0.979,1
6478,akhirnya bikin video bareng istri,Camera,neutral,0.995,1
6490,gw nnton ini pake resolusi p,Display,neutral,0.732,1
6496,a sama a perbedaan jauhnya di mana ya delema mau pilh yang mana di beli,Performance,negative,0.921,1
6497,kak bagaimana kondisi panasnya kalo dipake rekam video sejam lebih,Camera,negative,0.915,1
6498,fps videonya kayak rendah bngat mirip hp gw redmi note pergerakannya kurang alus,Performance,negative,0.983,1
6499,a gak bisa three slot ya,Network,negative,0.947,1
6503,nonton ini pake a violet,Design,neutral,0.991,1
6504,sudah ada nfc blm mbak,"Connectivity, Features","neutral, neutral","0.997, 0.997",2
6506,msh mahal dibanding kompetitorsamsung mng nama saja,Price,negative,0.923,1
6513,nunggu video comparison nya vs a,Camera,neutral,0.971,1
6518,nice video,"Camera, Performance","positive, positive","0.986, 0.986",2
6535,bg adain review di kamera instagram nya juga kalau bisa bg pecahkan misteri kalau kamera andro ga burik lgi kalau di instastory bg,"Camera, Design","neutral, negative","0.738, 0.875",2
6536,nice,Performance,positive,0.992,1
6538,support fast charging w tapi di paket penjualan cuma dikasih w gitu kah,Battery,neutral,0.997,1
6541,udah beli minggu kemarin tapi yang a eh baru keluar riviewnya dari bang david untungnya riviewnya bagus aja berarti gasalah beli meskipun perbedaan a dan a cuma di layar lebih besar kapasitas baterai sama chargeran aja,"Display, Performance, Battery","neutral, negative, neutral","0.845, 0.790, 0.668",3
6551,gw nyesel beli vivo y semenjak xiaomi ku dijatuhin temenku sampe mati ternyata tahun pake sadar agak bengkong,Software,neutral,0.594,1
6558,nice sih tapi bagi yang sdh ada a a woles aja jangan nyesel specs gak beda jauh banget kelebihan palingan cm di ip sama hz refresh rate nya yang hampir tidak kelihatan tgg seri selanjunya lagi,"Display, Performance, Design","neutral, positive, positive","0.718, 0.972, 0.664",3
6561,tapi syangnya prosesor a a sa ampas v,Design,negative,0.768,1
6564,kamera depan pas vidio masih aga goyang ya,Camera,neutral,0.991,1
6571,dapet harga berapa,Price,neutral,0.735,1
6572,golddroger di official ram,Storage,neutral,0.995,1
6573,golddroger sinyal gimana ganamanstabil,"Connectivity, Network","negative, negative","0.853, 0.853",2
6578,persaingan mid range semakin nggak sehat kalau nggak masukin fitur anti air bakal kehilangan pangsa pasar besar,Features,neutral,0.951,1
6586,noegraha padahal dari pertama ganti android pakai samsung terus,Software,neutral,0.994,1
6603,kalo ini support samsung dex ga sih bang david,Features,neutral,0.981,1
6605,alhamdulillah nontonnya udah sambil pake a cmn nyari warna violet susahh banget,Design,negative,0.991,1
6606,harga sekarang berapa ka,Price,neutral,0.948,1
6616,lebih worth it mana bang kalo nambah juta ke a,Price,positive,0.946,1
6617,lebih worth it nokia c,Price,positive,0.953,1
6621,terima kasih kak aku sudah beli yg ram gb,Storage,neutral,0.994,1
6626,saya sdh punya a selama thn dan lagi pikir apa worth it jual tambah utk a a atau tunggu a a thn dpn aja,Price,negative,0.867,1
6635,abang abang teteh teteh mau nanya dong mendingan oppo f samsung a ini ya aku ga ngerti spek spekan tp nyari yg kamera jernih buat foto soalnya anak sosmed bgt wkwkwk sama nyari storage makasih yg udah bantu jawab,"Camera, Storage, Design","positive, neutral, neutral","0.990, 0.764, 0.519",3
6637,agak kecewa si sama chipset nya harusnya chipset bisa snp g atau helio g apa lagi di harga jtaan,Price,negative,0.683,1
6646,a kyknya lbh worth it ya dripada a,Price,positive,0.970,1
6658,nunggu harga jtan,Price,negative,0.652,1
6667,aku pling suka gedgetin klo reviu suara nya cepet pas dimengerti kdang yg lain suka dilama in klo ngmong dan antra ngrti dn tdak,Audio,positive,0.977,1
6672,suka one piece juga bang,Software,positive,0.995,1
6676,tumben samsul harga murah fitur mantap,"Features, Price","positive, positive","0.996, 0.995",2
6677,chanel ini keren reviewnya tapi makin lebih lambat update review dari pada channel lain semoga bisa lebih cepat update reviewnya,"Performance, Software","neutral, negative","0.630, 0.996",2
6678,bang request dong hp apa aja yg cocok buat nonton konser venue konser kan suka ada di stadion trus malem nah yg cocok tuh hp apa yg kita walaupun duduk di row paling belakang tapi pas buat zoom idol kita tetep mantep hasilnya ram nya juga yg gede kan sedih misal idol di depan mata tapi tiba ada notif kapasitas memori tidak cukup mohon pencerahanya terimakasih,Storage,neutral,0.947,1
6689,pengguna m dan m cukup bersyukur dan terpuaskan dengan baterei badak plus kamera lumayan buat konten sejarah,"Camera, Display, Battery","positive, positive, positive","0.814, 0.988, 0.995",3
6697,udah nfc,"Connectivity, Features","neutral, neutral","0.871, 0.871",2
6699,unt vdionya kurang tajim min,Audio,negative,0.978,1
6705,tipis mna dengan a,Design,neutral,0.927,1
6706,salfok sama sim cardnyabyu liveon,Network,neutral,0.987,1
6712,bezelnya lebih tebal dari a,BuildQuality,positive,0.535,1
6714,a aja masih cakep cuma memang kamera samsung mid range masih kalah d banding brand lain dengan harga serupa,"Camera, Design, Price","positive, negative, neutral","0.987, 0.942, 0.979",3
6715,bang david mau tanya kenapa videonya kok di youtube ga ada fps atau dibikin hdr ya bang padahal sayang bgt kalau pas mau lihat fitur kamera p fps dengan ois nya,"Camera, Features","neutral, neutral","0.995, 0.988",2
6716,jangan remehkan wifi tetangga saya,"Connectivity, Network","negative, negative","0.994, 0.994",2
6724,kok begitu ya mic nya pas rekam,Camera,neutral,0.632,1
6729,yang liat video ini masih pake samsung j ace,Camera,neutral,0.970,1
6730,nonton video ini pake samsung a alhamdulillah puas banget pake dr awal pre order,Camera,neutral,0.997,1
6735,sibuk nabung buat dapetin si a setelah kebeli beberapa bulan kedepan keluar lagi tuh adek nya yg lbih uwuw a s ato nggak a trus komennya gini baru juga beli a eh udah nongol lg adeknya,Security,positive,0.843,1
6743,yak mari kita tunggu harganya turun aja apalagi samsung,Price,negative,0.956,1
6749,saya nonton video ini paje a beli hp ini biar enak buat jualan di market place,Camera,neutral,0.995,1
6753,xiaomi redmi note pro serang a dgn hrga sgt murah,Price,positive,0.995,1
6762,review lengkaptest gaming redmi note bang,Performance,neutral,0.884,1
6764,gua baru beli yg a eh gk lama a muncul mana ada warna favorit gua lagi,Design,positive,0.699,1
6765,unggul yah warna favoritnya,"Design, Features","positive, positive","0.996, 0.996",2
6772,thanks david nggak nyesel bbrp hari lalu beli samsung a awesome violet sumpah w kalo mau beli hp pasti nunggu review dari lu,Design,positive,0.972,1
6777,bang david mohon jawabannya dong beli hp msih g skrg mash worth it ga apa lbh baik pilih g,Price,positive,0.959,1
6808,jamal gws,Audio,neutral,0.448,1
6828,bang salfok sama speaker aktifnya merek apa yah,Audio,neutral,0.947,1
6829,saya saat ini pakai asus mpm memory udah penuh yg gb butuh hp yg baterai awet memori gede kamera oke soalx buat jual online tertarik ama samsung a tpi msih bingung pilih note pro poco x pro yg lebih murah,"Camera, Storage, Battery, Price, Network","positive, positive, neutral, positive, neutral","0.992, 0.963, 0.567, 0.981, 0.968",5
6830,gw selama pake samsung g ada kendala sm sekalikalau misal nyari yg spek besar ambil poco kalau mau ambil layar renote pro editbtw samsung m batrenya mah,"Display, Battery","neutral, neutral","0.997, 0.876",2
6831,udah bnyak video yg review a loh bg davit tp sengaja nggk aku tonton gegara ninggu video dri kamu bg nggk tau knapa keknya udh nyaman aja kali yak,Camera,neutral,0.692,1
6833,bang kok ngomong di depan kamera nya lancar² aja ya wkwkwkwk,Camera,neutral,0.954,1
6834,bang poco x nfc pro bang,"Connectivity, Features","neutral, neutral","0.974, 0.974",2
6838,the real recomended untung pengguna a masih engga iri bgt karena gap harganya lumayan juga ternyata,Price,positive,0.997,1
6844,satu hal yg bikin gatel soal samsung soal design design hp flagshipnya yg mirip sama design hp midrange atau malah hp mid range nya yg dimiripin kayak flagship bikin kemewahan flagship nya seakan sia sia,Design,neutral,0.994,1
6858,alhamdulilah dah kebeli hp ini puas banget yg warna violet keliatan mewah,Design,positive,0.996,1
6867,alhamdulillah sudah pake oppo reno gsmga tahun ini tman dapat hp yg diinginkan kan,Performance,neutral,0.974,1
6868,hp kentang kalau bagi gua tapi desain keren sih,Design,positive,0.996,1
6870,bang itu kalo betulan tahan air gk kemasukan air di lubang speaker port type c dll,Audio,neutral,0.985,1
6871,bang buat rekomendasi hp gaming jutaan terbaik yg setuju like,Performance,neutral,0.636,1
6880,bukannya di setting ada mode on off vibrate pas di touch,"Display, BuildQuality","neutral, neutral","0.994, 0.515",2
6895,bagus a udah pakai dan coba di celup ke air emang real water resistance smooth banget juga buat main game,Performance,positive,0.757,1
6905,alhamdilillah setelah pertimbangan yang lama dan banyak akhirnya bisa kebeli samsung a ini semoga yg nonton gedget in bisa beli hape yg diinginkan juga amin,Performance,positive,0.917,1
6906,beberapa bulan kedepan keluar lagi tuh adek nya yg lbih uwuw a s ato nggak a trus komennya gini baru juga beli a eh udah nongol lg adeknya,Security,positive,0.843,1
6909,joniafta ya pasti hape kalau diikutin perkembangannya pasti tidak akan habis karena perusahaan itu jualan gadget selalu update gadget,Software,positive,0.529,1
6917,barusan mau nyari reviewnya eh pas bgt bang david baru upload,Design,neutral,0.995,1
6930,bang david a w yg anti air pernah jatuh w gatau ada skiti retak saking gatau nya w bawa renang dan hp nya masuk air dong karena case nya dr metal yg a ini apakah a bakal ke ulang kayak a pendahulu nya a case nya dr polly carbonate kan bukan metal kayak a,Display,negative,0.996,1
6935,ku baru beli samsung note juta beli ini desain keren dapet yg gb,Design,positive,0.987,1
6936,semept punya a yang anti air juga dan sekarang mau a nya sma sama punya fitur anti air ip water resistance,Features,neutral,0.988,1
6939,saran vid baru sempet nih ngelihat david yg dikit manggil nama kameramennya walhasil bagian ngomong sendiri di akhir video gk pernah berhasil bikin gw nyaman ngeliatnya agak cringe karna nampak dibikin jadi gimana kalo diganti dengan ngobrol ngasal aja sama kameramennya semoga berkenenan,Camera,positive,0.692,1
6941,nonton pake poco x nfc samsung a ini keren sih bagi penggemar samsung langsung gassss tp bagi saya pribadi poco x nfc masih sangat cukup dengan spek yg gagah perkasa,"Connectivity, Features","neutral, neutral","0.993, 0.993",2
6942,ga x pro bang wkwkk x nfc aman aman aja yeee ga kaya sodaranya yg sering matot,"Connectivity, Features","positive, positive","0.525, 0.525",2
6943,rezag dah tahun dari saya komen dan x nfc saya masih cukup gahar sampe skarang,"Connectivity, Features","neutral, neutral","0.989, 0.989",2
6944,rickybinta saya juga dlu sempet make x nfc skrg ganti realme jujur kecewa bgt sama realme kamera nya kalah jauh sama x nfc wkwkwk emg manteb tu hp,"Camera, Connectivity, Features","negative, neutral, neutral","0.995, 0.997, 0.997",3
6945,rezag yoi bangtp poco kelanjutan x nfc sampai hari ni ga ada yg bisa ngimbangin kayaknyabanyak gimmickntar aja beli lagi bangklo keluar lg seri poco berikutyg penting spek nya mesti lebih garang lg,"Connectivity, Features","neutral, neutral","0.960, 0.960",2
6948,a udah puas banget sih di beberapa sektor khususnya kamera yg lebih sering saya pake tuh udah came lah hehe tinggal nunggu generasi selanjutnya aja biar ideal tahun pemakaian hehe gk ada abisnya klo ngikutin perkembangan mahh gk puaspuas gtu heheh,"Camera, Design","neutral, neutral","0.981, 0.921",2
6968,cek harga hp kentang masih ngiler,Price,neutral,0.998,1
6969,cuma bisa nonton video hp ajahkebeli mah belum bisa,Camera,neutral,0.817,1
6971,sayangnya kualitas audionya masih bit khz belom hi res,"Audio, BuildQuality","negative, negative","0.898, 0.946",2
6975,apa cuma gua yg liat hp bagus udah bahagiahp kentang ga ad penutup belakang batre nyimak,Battery,neutral,0.956,1
6989,a one ui aja dah enak bener apalagi a wkwk,Software,neutral,0.969,1
6991,vivo dan oppo hanya bisa terdiam nih liat fitur water resistans,Features,neutral,0.992,1
6994,pgn yg a tp budgetnya ga nyampe dah keknya a aja udah worth it kan,Price,positive,0.959,1
7002,nonton di kualitas video p jernih banget,Camera,positive,0.996,1
7003,jual iphone plus utk hp ini worth it ga ya,Price,neutral,0.518,1
7009,bang duelin poco x nfc sama redmi not pro,"Connectivity, Features","neutral, neutral","0.990, 0.990",2
7013,ketika gue baru tau skg videonya bisa dipakein subtitle dan translate ke berbagai bahasa,Audio,neutral,0.985,1
7015,masi pakek hp oppo f dari pertama louncing sampe sekarang cuma layar dah pecah peforma dah ga kuat pakek sampe bener bener hancur baru ganti a deh,Display,negative,0.987,1
7019,gue baru tau klo google maps makan batre bnyk,Battery,neutral,0.982,1
7020,masih nyaman sama adeknya a tinggal nunggu harganya turun a,Price,positive,0.984,1
7027,lebih mantab a layar dan baterainya karena pakai a terlalu mini,"Display, Storage, Battery","positive, neutral, positive","0.996, 0.991, 0.988",3
7033,sepakat mas bikin gatel kok warna abu abu fix gak jadi beli,Design,negative,0.997,1
7041,a jelek banyak penyakitnya,Performance,negative,0.998,1
7045,suka bgt video gadgetin resolusinya bener hd bgt sekalipun gua pake yg resolusi sedang di youtube,"Camera, Display","positive, neutral","0.990, 0.993",2
7051,kapan ya samsung punya microphone belakang kayak iphone jadi pas ngerekam video suaranya direkam pakai mic belakang nggak pakai mic stereo yg suaranya hmm,"Camera, Display","neutral, neutral","0.941, 0.853",2
7054,cepat bgt beliny bro btw dapat diharga brp,Performance,positive,0.988,1
7055,video a beneran bisa fps ya bang knapa di a cuma bisa fps bukan nya kamera sama persis ya,Camera,neutral,0.624,1
7057,meccazainalfatih iya bener ada yang dan bisa di aturr kok mau yang apa yang nya klik bagian ukuran video ke nanti bisa di ubah ke atau,Camera,neutral,0.997,1
7061,a bisa rekam fps kok a cmn fps ya,Camera,neutral,0.972,1
7064,suara hasil perekaman kok kayak mendem gitu bang,Audio,negative,0.997,1
7071,yg bkin satisfying nnton channel gadgetin hallo guys david disini dan ini adalah like klo anda suka dislike ajj klo ga suka dan kita ketemu lagi di video selanjutnya terus berkonten bang,Camera,neutral,0.990,1
7081,saldo adsense ku meronta tp aapaaalah daya lagi nabung buat beli ferrari,Battery,negative,0.976,1
7082,kak saya ada dana juta mau cari hp untuk game dan kamera yang paling rekomended apa ya kak,"Camera, Performance","positive, neutral","0.994, 0.997",2
7083,kak saya ada dana juta mau cari hp untuk game dan kamera yang paling rekomended apa ya kak,"Camera, Performance","positive, neutral","0.994, 0.997",2
7084,kak saya ada dana juta mau cari hp untuk game dan kamera yang paling rekomended apa ya kak,"Camera, Performance","positive, neutral","0.994, 0.997",2
7085,kak saya ada dana juta mau cari hp untuk game dan kamera yang paling rekomended apa ya kak,"Camera, Performance","positive, neutral","0.994, 0.997",2
7086,kak saya ada dana juta mau cari hp untuk game dan kamera yang paling rekomended apa ya kak,"Camera, Performance","positive, neutral","0.994, 0.997",2
7087,kak saya ada dana juta mau cari hp untuk game dan kamera yang paling rekomended apa ya kak,"Camera, Performance","positive, neutral","0.994, 0.997",2
7088,kak saya ada dana juta mau cari hp untuk game dan kamera yang paling rekomended apa ya kak,"Camera, Performance","positive, neutral","0.994, 0.997",2
7089,kak saya ada dana juta mau cari hp untuk game dan kamera yang paling rekomended apa ya kak,"Camera, Performance","positive, neutral","0.994, 0.997",2
7090,kak saya ada dana juta mau cari hp untuk game dan kamera yang paling rekomended apa ya kak,"Camera, Performance","positive, neutral","0.994, 0.997",2
7091,kak saya ada dana juta mau cari hp untuk game dan kamera yang paling rekomended apa ya kak,"Camera, Performance","positive, neutral","0.994, 0.997",2
7093,yaampunn ditungguin review a dari bang david,Performance,positive,0.504,1
7096,kak saya ada dana juta mau beli hp untuk game dan kamera yang paling rekomended apa ya kak,"Camera, Performance","positive, neutral","0.994, 0.995",2
7097,kak saya ada dana juta mau cari hp untuk game dan kamera yang paling rekomended apa ya kak,"Camera, Performance","positive, neutral","0.994, 0.997",2
7106,liat video gadget in buat referensi beli hape baru liat video gadget in buat mengikuti perkembangan teknologi,Camera,neutral,0.998,1
7107,bang kok pas keguyur air di port usb type kedip layarnyakenapa tuh ya,"Audio, Connectivity, Software","neutral, neutral, neutral","0.964, 0.988, 0.989",3
7110,masih dengan a s a ini akan menjadi wishlist klo udh mau ganti krn yg a s ini masih worth it dipake walaupun udh mau th kali,Price,positive,0.914,1
7111,hehe sama memang hrus di upgrade a s udah gak dapat lagi android,Software,negative,0.993,1
7118,compare sm poco x nfc bg,"Connectivity, Features","neutral, neutral","0.908, 0.908",2
7123,ternyata one piece loverz,Software,positive,0.860,1
7130,bang berapa harganya,Price,neutral,0.858,1
7136,suaranya hp record pas ngevlog kurang banget bang,Audio,negative,0.939,1
7149,please banget bang david kalau ngereview yang a warna biru ya bosan semua reviewer warna hitam,Design,negative,0.998,1
7151,fitur ip bukan ip yah,Features,neutral,0.979,1
7153,koreksi sedikit fitur ip ya harusnya,Features,neutral,0.545,1
7154,nonton video review ini pake hape yang lagi direview so far puas dan happy banget dengan hapenya,Camera,neutral,0.994,1
7156,alhamdulillah setelah sekian lama sering nonton video review bang david akhirnya bisa kebeli juga hp nya,Camera,negative,0.836,1
7157,kalo ga pake memori card masi cukup ga bang soal nya kartu saya ada buat kerja nyanyi,"Connectivity, Storage, Network","positive, neutral, neutral","0.669, 0.997, 0.952",3
7171,worth sih a ini,Price,positive,0.964,1
7178,aminnn insyallah yaa,Storage,positive,0.955,1
7180,bg mau tanya samsung apa yg cameranya bagus untuk foto siang dan malam dengan bajat jt tolong di buat videonya bg makasih,Camera,positive,0.995,1
7182,fyi samsung a setara dengan m cuman beda di nfc doang entah itu a saya lupa cmiiw m best buy,"Connectivity, Features","negative, negative","0.540, 0.540",2
7191,richadalamsyah iya kalo getarannya keras kek gitu emg annoying tapi kalo udah terbiasa mesin getaran yg bagus kalo getarannya dimatiin ngerasa kurang aja tapi gapapa si setiap org beda² pendapat,BuildQuality,neutral,0.816,1
7192,hal yang kagak kita sadarin ig nya bang david belum centang biru verified,Design,neutral,0.975,1
7193,miniatur one piece beli dmn bang,Software,neutral,0.994,1
7194,bener banget band david detail kecil kaya haptic feedback itu ngaruh banget sama experience penggunaan,Audio,positive,0.720,1
7195,akhmadmaulana caranya custom gmn haptic feedback kan hardware,Audio,negative,0.509,1
7196,berhubung a setelah upgrade ke andro one ui tampilannya sama jdi stay dulu di a btw a msih hybrid turun fitur brarti y,"Network, Features, Software","neutral, neutral, neutral","0.968, 0.925, 0.995",3
7200,yg bkin gk suka slot simnya cuma aja,Network,negative,0.974,1
7210,pas rekaman suara kalau pakai headset suara kanan gede yg kiri kecil bgt,"Audio, BuildQuality","neutral, neutral","0.996, 0.889",2
7214,se awesome awesomenya samsung kecuali series snote buat gaming lag panas parah ayolah exinos you can do better,Performance,negative,0.996,1
7216,kalau masyarakat yg berkegiatan di siang hari kalau soal video dan foto sudah bagus samsung a dan kalau samsung a khusus masyarakat yg berkegiatan malam hari dan pagi dini hari seperti bekerja sebagai polisi dan satpam,Camera,positive,0.984,1
7217,saya kerja lebih banyak di outdoor request dong hp² tahan air yang murah,Price,positive,0.991,1
7224,tolong buat video compare antara samsung a vs oppo reno kelihatannya seru,Camera,neutral,0.996,1
7225,masih setia sama samsung a ku baru bulan di pakai keluar adiknya a tapi aku ga kecewa sih soalnya alhamndulilah hp idamaninceran aku dah kebeli dah itu aja emang idaman aku a bukan a jadi ga kecewa akuyang penting hp idaman dah kebelidan aku juga ngga membutuhkan ip tahan air soalnya aku emang ga butuhdan sama sama super fast charging wattjadi we masih suka sih sama a,"Display, Battery","neutral, neutral","0.986, 0.967",2
7228,ini bisa wireless charging,Battery,neutral,0.985,1
7232,kurangnya ada lagi vid kualitas suara perekaman videonya jelek kecil dan ga jernih kaya samsung tipe² lama,Audio,negative,0.995,1
7234,kaka kaka ada yg bisa jelasin gak itu ngaruhnya dan bedanya apasih klo hp nyemplung ke dlm air meter dan lebih dari meter bukankah air itu sama z mau dalam ataupun tidak tpi ko bisa dibatasi kdalamnnya untu hp yang pintar tolong jawab klo yg sok pintar skip z soalnya beda klo yg pintar dan sok pintar biasanya klo pintar jwabnnya tenang tpi klo sok pintar jawabannya lebih ke ngejek dan merendahkan,Connectivity,negative,0.915,1
7250,aku pake a kecemplung air gapapa mungkin ga di sertifikat biar lebih murah,Price,positive,0.645,1
7253,iya ya kalo kameranya warna item bakal lebih keren pas layar off,"Display, Design","positive, positive","0.994, 0.996",2
7257,samsung bagus layarnya sih tapi sayangnya chipset ny kurang kek bagus tapi harganya tydak ramah kantong,Price,positive,0.950,1
7272,kamera depan ada k for video,Camera,neutral,0.996,1
7280,adek gue ultah dpt ini dari bapak pertama kali pegang tremor parah biasanya hp sejutaan skli seumur hidup dpt kado harga x lipatnya,Price,positive,0.926,1
7287,alhamdulillah nonton ini sudah pakai galaxy a warna putih mantul bgt hp nya kereeeeen,Design,positive,0.964,1
7295,gatau kenapa dari samsung yang ga gw suka adalah kepala chargernya doang wkwkw kaya murah gtu chargernya,Price,positive,0.897,1
7300,coba bang david disini klo test game moba apalagi untuk hp yg speknya lumayan itu coba main wild rift bisa dapetin settingan apa aja bisa fps atau fps ga yang setuju boleh dong likenya,Performance,positive,0.701,1
7305,bang kalo basah apalah ga ngaruh sama speaker,Audio,positive,0.938,1
7315,kamera depan nx yg bkin gemess kecil tpi syg kok warna abu jdi kekurang kecil juga sih di mata kayak cowo hitam yg punya panu,"Camera, Audio, Design","neutral, negative, negative","0.996, 0.973, 0.889",3
7318,mantap akhirnya pakai snapdragon punya saya a habis kena cpu nya padahal gak pernah dipakai buat game entah itu pengaruh dari exynos nya atau apanya tidak tau,"Performance, Security","negative, negative","0.972, 0.811",2
7323,rivew proyektor tv tuner bangsiapa tau bisa pertimbangan sebelum beli,Performance,neutral,0.994,1
7335,supotin video gedget in fps biar bisa liat kualitas kamera fps,Camera,positive,0.566,1
7336,video fps,Camera,neutral,0.804,1
7339,alhamdulillah nonton dengan a violet,Design,neutral,0.729,1
7348,anehbelakangnya kaya plastik maenanmasih bagusan a gw kira juga udh gternyata blmmasih aman lah a gw,BuildQuality,negative,0.958,1
7350,gua salfok sama pajangan one piece,Software,negative,0.915,1
7354,siapa yang nonton resolusi p pake kuota,Display,negative,0.888,1
7355,samsung a a fitur perekaman video camera belakang trs pindah camera depan tdk ada samsung a fitur itu ada,"Camera, Features","neutral, neutral","0.997, 0.996",2
7359,redmi note masih bertahan meskipun main game udah sering framedrop,Performance,neutral,0.945,1
7360,sya pikir kanapa bezel layarnya lebih tbal di bandingkan dgn seri sebelumnya itu karena ada ip nya karena di pinggir hp bagian dlmnya ada penambahan sil kusus untuk menahan air agar tidak masuk kedalm,Security,neutral,0.868,1
7363,smg saya bisa membeli samsung a d bulan ini aamiin,Performance,neutral,0.976,1
7377,anjir mahal banget bangsat,Price,negative,0.998,1
7379,kalau untuk orang tua hp yang murah dan bagus cocoknya apa ya,Price,positive,0.996,1
7380,buat main game lumayan lah,Performance,positive,0.993,1
7385,kurang suka sm desain kamera belakangx,"Camera, Design","positive, negative","0.988, 0.996",2
7388,mirip suara berdecit sendal kena air wokwokwokwok,Audio,negative,0.991,1
7393,pengen beli tapi galaxy a saja masih worth it banget,Price,positive,0.969,1
7394,setelah nonton video ini pengen beli hape samsung pengen makan udon,Camera,neutral,0.984,1
7395,bikin video bahas speaker aktif bluetooth under jt dong bang,"Camera, Audio, Connectivity","neutral, neutral, neutral","0.997, 0.997, 0.982",3
7397,gue langsung jual a ram harga jt otw beli a,"Storage, Price","neutral, neutral","0.994, 0.996",2
7409,bang a ditungguin banget niii,Performance,positive,0.800,1
7423,timfunhobby emang gitu jadinya pas opsi pilihan video kualitas p fps pas jadi video kek turun gitu kualitas videonya gak tau emang kek gitu atau maksa support p fps,Camera,neutral,0.791,1
7424,debbinvime apa david gak render video ke fps makanya patahpatah soalanya saya a s fps lebih bagus malah,"Camera, Display","negative, negative","0.757, 0.568",2
7427,varian indo belum g gak triple slot hanya itu alasan buat gua skip hp ini semoga kedepan nya di munculin lagi triple slot nya,Network,negative,0.976,1
7428,kayaknya ngga disebut soal jaminan samsung buat security update tahun padahal ini cukup krusial hehe tapi jadi makin bingung mau oppo reno atau samsung a ini,Software,negative,0.509,1
7431,lagi menunggu league of legends wild rift di buat tes review game di hp menengah atas di yt bang david,Performance,neutral,0.985,1
7441,bangke a ampass masa tahun ganti batre x untung ada garansi,Battery,positive,0.524,1
7455,nonton pake a violet wkwk,Design,neutral,0.600,1
7460,setelah saya perhatikan di riview foto tumben david ada penampakan perempuan nyasorry kepo,Camera,neutral,0.995,1
7464,bang unbox samsung a dong pen beli dan tau harganya juga,Price,neutral,0.991,1
7467,tetep xiaomi nmr one,Software,positive,0.829,1
7475,awesome terlihat bulkybezel tebel,BuildQuality,positive,0.709,1
7480,kamera depan gatel,Camera,negative,0.998,1
7491,pas beli harga di tempat mu berapa,Price,positive,0.924,1
7497,nanya kira berapa harga ni hp ya,Price,neutral,0.995,1
7498,bang review samsung s masih worth it engga di tahun,Price,positive,0.501,1
7512,bang david kalo perbandingan layar antara samsung a sm redmi note apa ya bang secara mata bang david soalnya sm sm amoled tp racikan biasanya beda soalnya pingin beli diantara itu tp msh ragu milih yg mana,Display,neutral,0.556,1
7515,tapi ko bejel nya lbih tipis a,Design,negative,0.905,1
7524,bang pake video intro bang biar tambah kualitas video nya,Camera,neutral,0.888,1
7533,kapan video nya gadgetin pakai fps karena pas review kamera kan fps tapi gak kerasa fps nya,Camera,neutral,0.656,1
7534,koreksi kalau salah ip rating memang ada tapi apakah pernah dicoba setelah dicemplung beberapa kali slot usbc dan jack audio akan bermasalah seperti munculnya karat yg kita tau besi akan teroksidasi jika terpapar air serta udara,"Audio, Network","negative, neutral","0.682, 0.990",2
7538,a sy gaada fitur fps bang,Features,negative,0.876,1
